Emp ID,Origin,Complete Name,First,Middle,Last,Type of Work,Business Email,Date of Joining,Job Role,Company,Office Location
,Australia,Melissa Small,Melissa,,Small,CW,melissa.small@mathisplc.com,12/22/21,"Scientist, research (medical)",Mathis PLC,User-friendly solution-oriented software
,United States,Lance Thomas,Lance,,Thomas,EE,lance.thomas@leonard-flores.com,6/9/21,Adult nurse,Leonard-Flores,User-centric optimizing intranet
,India,Ronald Harper,Ronald,,Harper,EE,ronald.harper@leonard-flores.com,4/4/21,Ophthalmologist,Leonard-Flores,Sharable 4thgeneration initiative
,Germany,Diane John Jackson,Diane,John,Jackson,EE,diane.jackson@leonard-flores.com,2/12/19,Financial controller,Leonard-Flores,Vision-oriented interactive superstructure
,United Kingdom,Susan Deborah Campbell,Susan,Deborah,Campbell,CW,susan.campbell@deckerplc.com,9/10/18,Purchasing manager,Decker PLC,Streamlined systemic matrix
,United Kingdom,Adam Perez,Adam,,Perez,CW,adam.perez@smithltd.com,9/27/22,Armed forces logistics/support/administrative officer,Smith Ltd,Total 3rdgeneration alliance
,Canada,Jacob Susan Brown,Jacob,Susan,Brown,CW,jacob.brown@mathisplc.com,12/10/21,Video editor,Mathis PLC,Face-to-face optimal forecast
,India,Vincent Gregory Jones,Vincent,Gregory,Jones,CW,vincent.jones@gibson-little.com,4/22/20,Recruitment consultant,Gibson-Little,Face-to-face optimal forecast
,Canada,Mark Samuel Reyes,Mark,Samuel,Reyes,CW,mark.reyes@gibson-little.com,4/22/19,Research scientist (medical),Gibson-Little,User-friendly solution-oriented software
,United Kingdom,Annette Russell Wilcox,Annette,Russell,Wilcox,CW,annette.wilcox@leonard-flores.com,9/7/20,Medical technical officer,Leonard-Flores,Total 3rdgeneration alliance
,Japan,Maxwell Shawn Cruz,Maxwell,Shawn,Cruz,EE,maxwell.cruz@gilbert-hodge.com,1/28/23,Firefighter,Gilbert-Hodge,Polarized tangible installation
,Canada,Arthur Alyssa Lopez,Arthur,Alyssa,Lopez,EE,"arthur.lopez@murphy,douglasandsalas.com",10/9/18,"Pilot, airline","Murphy, Douglas and Salas",Customer-focused didactic portal
,United Kingdom,Matthew Dudley,Matthew,,Dudley,EE,matthew.dudley@deckerplc.com,1/31/21,"Civil engineer, contracting",Decker PLC,Total 3rdgeneration alliance
,Japan,Lauren Darin Cook,Lauren,Darin,Cook,CW,lauren.cook@mathisplc.com,9/21/22,Quality manager,Mathis PLC,Polarized tangible installation
,India,Jeffrey Lyons,Jeffrey,,Lyons,EE,jeffrey.lyons@leonard-flores.com,10/3/18,Hydrogeologist,Leonard-Flores,Streamlined systemic matrix
,United States,John Aaron Stephens,John,Aaron,Stephens,EE,john.stephens@mathisplc.com,5/28/19,Ecologist,Mathis PLC,Total 3rdgeneration alliance
,Canada,Jason Charles Hall,Jason,Charles,Hall,CW,"jason.hall@murphy,douglasandsalas.com",1/24/22,Immunologist,"Murphy, Douglas and Salas",Vision-oriented interactive superstructure
,Canada,Barbara Christina Clark,Barbara,Christina,Clark,CW,barbara.clark@deckerplc.com,12/11/21,Jewellery designer,Decker PLC,Customer-focused didactic portal
,Germany,Sherry Compton,Sherry,,Compton,EE,sherry.compton@gilbert-hodge.com,5/4/19,Operational researcher,Gilbert-Hodge,Focused directional migration
,India,Kevin Michael Dunn,Kevin,Michael,Dunn,CW,kevin.dunn@gilbert-hodge.com,8/23/21,Patent examiner,Gilbert-Hodge,Customer-focused didactic portal
,United Kingdom,Brittney Newton,Brittney,,Newton,EE,"brittney.newton@leonard,washingtonandhall.com",11/3/18,"Nurse, mental health","Leonard, Washington and Hall",Vision-oriented interactive superstructure
,Japan,Allison Smith,Allison,,Smith,CW,allison.smith@mathisplc.com,7/17/21,"Pharmacist, community",Mathis PLC,Face-to-face optimal forecast
,Canada,Jesse Simpson,Jesse,,Simpson,CW,jesse.simpson@lamb-newman.com,9/30/19,Purchasing manager,Lamb-Newman,Polarized tangible installation
,Germany,Emily Jamie Frank,Emily,Jamie,Frank,CW,emily.frank@leonard-flores.com,8/16/20,Chiropodist,Leonard-Flores,Total 3rdgeneration alliance
,Canada,Amber Erin Wilson,Amber,Erin,Wilson,CW,amber.wilson@deckerplc.com,6/1/21,Landscape architect,Decker PLC,Focused directional migration
,Japan,Gavin Katherine Donaldson,Gavin,Katherine,Donaldson,CW,gavin.donaldson@deckerplc.com,7/18/19,Transport planner,Decker PLC,Customer-focused didactic portal
,United States,Kimberly Warren,Kimberly,,Warren,CW,kimberly.warren@deckerplc.com,2/12/19,"Geologist, wellsite",Decker PLC,Total 3rdgeneration alliance
,United Kingdom,Johnny Tammy Lewis,Johnny,Tammy,Lewis,EE,johnny.lewis@gilbert-hodge.com,2/2/21,Commercial horticulturist,Gilbert-Hodge,User-centric optimizing intranet
,Australia,Denise John Stevenson,Denise,John,Stevenson,CW,"denise.stevenson@leonard,washingtonandhall.com",12/20/22,Legal secretary,"Leonard, Washington and Hall",Polarized tangible installation
,Germany,Anthony Lawrence,Anthony,,Lawrence,CW,anthony.lawrence@gibson-little.com,1/10/19,Chief Executive Officer,Gibson-Little,Sharable 4thgeneration initiative
,Canada,Anthony Marshall,Anthony,,Marshall,CW,anthony.marshall@smithltd.com,5/16/20,"Production assistant, radio",Smith Ltd,Total 3rdgeneration alliance
,Japan,Zachary Perkins,Zachary,,Perkins,CW,zachary.perkins@gibson-little.com,8/7/19,Orthoptist,Gibson-Little,Focused directional migration
